model_name	data	preprocessing	F1	MCC	Acc	Precision	Recall	AUC	filename
SVM	bert	_StandardScaler	0.6552706552706553	-0.0008633377004518027	0.4979253112033195	0.9583333333333334	0.49783549783549785	0.498917748917749	../../data/evaluations/2021-12-03/models/SVM_bert_StandardScaler.pkl
multilayer_perceptron	bert	_StandardScaler	0.4640522875816993	-0.039904613401102185	0.31950207468879666	0.9466666666666667	0.30735930735930733	0.4536796536796536	../../data/evaluations/2021-12-03/models/multilayer_perceptron_bert_StandardScaler.pkl
logistic_regression	seqvec	_StandardScaler	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/logistic_regression_seqvec_StandardScaler.pkl
random_forest	seqvec	_StandardScaler	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/random_forest_seqvec_StandardScaler.pkl
gradient_boosting	seqvec	_StandardScaler	0.05882352941176471	0.035986126423960874	0.07053941908713693	1.0	0.030303030303030304	0.5151515151515151	../../data/evaluations/2021-12-03/models/gradient_boosting_seqvec_StandardScaler.pkl
SVM	seqvec	_StandardScaler	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/SVM_seqvec_StandardScaler.pkl
multilayer_perceptron	seqvec	_StandardScaler	0.03404255319148936	0.027030235700527053	0.058091286307053944	1.0	0.017316017316017316	0.5086580086580087	../../data/evaluations/2021-12-03/models/multilayer_perceptron_seqvec_StandardScaler.pkl
logistic_regression	seqvec	_StandardScaler	0.0423728813559322	0.030284681509157176	0.06224066390041494	1.0	0.021645021645021644	0.5108225108225108	../../data/evaluations/2021-12-03/models/logistic_regression_seqvec_StandardScaler.pkl
random_forest	seqvec	_StandardScaler	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/random_forest_seqvec_StandardScaler.pkl
gradient_boosting	seqvec	_StandardScaler	0.008620689655172414	0.013430382733756338	0.04564315352697095	1.0	0.004329004329004329	0.5021645021645021	../../data/evaluations/2021-12-03/models/gradient_boosting_seqvec_StandardScaler.pkl
SVM	seqvec	_StandardScaler	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/SVM_seqvec_StandardScaler.pkl
multilayer_perceptron	seqvec	_StandardScaler	0.03404255319148936	0.027030235700527053	0.058091286307053944	1.0	0.017316017316017316	0.5086580086580087	../../data/evaluations/2021-12-03/models/multilayer_perceptron_seqvec_StandardScaler.pkl
logistic_regression	pybiomed	_over-sampling	0.580060422960725	0.006307931296138675	0.42323651452282157	0.96	0.4155844155844156	0.5077922077922078	../../data/evaluations/2021-12-03/models/logistic_regression_pybiomed_over-sampling.pkl
random_forest	pybiomed	_over-sampling	0.630057803468208	-0.051162472989910904	0.46887966804979253	0.9478260869565217	0.47186147186147187	0.4359307359307359	../../data/evaluations/2021-12-03/models/random_forest_pybiomed_over-sampling.pkl
gradient_boosting	pybiomed	_over-sampling	0.5031847133757962	-0.02434620187241402	0.35269709543568467	0.9518072289156626	0.341991341991342	0.470995670995671	../../data/evaluations/2021-12-03/models/gradient_boosting_pybiomed_over-sampling.pkl
SVM	pybiomed	_over-sampling	0.5555555555555557	0.03671064571703734	0.4024896265560166	0.967741935483871	0.38961038961038963	0.5448051948051947	../../data/evaluations/2021-12-03/models/SVM_pybiomed_over-sampling.pkl
multilayer_perceptron	pybiomed	_over-sampling	0.5903614457831325	0.050217050642361725	0.43568464730290457	0.9702970297029703	0.42424242424242425	0.5621212121212121	../../data/evaluations/2021-12-03/models/multilayer_perceptron_pybiomed_over-sampling.pkl
logistic_regression	pybiomed	_smote	0.53125	-0.013237590203434105	0.3775933609958506	0.9550561797752809	0.36796536796536794	0.48398268398268396	../../data/evaluations/2021-12-03/models/logistic_regression_pybiomed_smote.pkl
random_forest	pybiomed	_smote	0.3972602739726028	-0.022437335582109384	0.2697095435684647	0.9508196721311475	0.2510822510822511	0.4755411255411255	../../data/evaluations/2021-12-03/models/random_forest_pybiomed_smote.pkl
gradient_boosting	pybiomed	_smote	0.40549828178694153	0.07167596455123552	0.2821576763485477	0.9833333333333333	0.2554112554112554	0.5777056277056277	../../data/evaluations/2021-12-03/models/gradient_boosting_pybiomed_smote.pkl
SVM	pybiomed	_smote	0.5476923076923077	-0.046904800143293804	0.3900414937759336	0.9468085106382979	0.3852813852813853	0.4426406926406926	../../data/evaluations/2021-12-03/models/SVM_pybiomed_smote.pkl
multilayer_perceptron	pybiomed	_smote	0.5555555555555557	0.03671064571703734	0.4024896265560166	0.967741935483871	0.38961038961038963	0.5448051948051947	../../data/evaluations/2021-12-03/models/multilayer_perceptron_pybiomed_smote.pkl
logistic_regression	protparam	_over-sampling	0.6628895184135977	0.002590191495342695	0.5062240663900415	0.9590163934426229	0.5064935064935064	0.5032467532467533	../../data/evaluations/2021-12-03/models/logistic_regression_protparam_over-sampling.pkl
random_forest	protparam	_over-sampling	0.6685552407932012	0.04420593485384866	0.5145228215767634	0.9672131147540983	0.5108225108225108	0.5554112554112554	../../data/evaluations/2021-12-03/models/random_forest_protparam_over-sampling.pkl
gradient_boosting	protparam	_over-sampling	0.5868263473053892	-0.030540342497753708	0.42738589211618255	0.9514563106796117	0.42424242424242425	0.46212121212121215	../../data/evaluations/2021-12-03/models/gradient_boosting_protparam_over-sampling.pkl
SVM	protparam	_over-sampling	0.8226600985221675	-0.03446061471817858	0.7012448132780082	0.9542857142857143	0.7229437229437229	0.46147186147186137	../../data/evaluations/2021-12-03/models/SVM_protparam_over-sampling.pkl
multilayer_perceptron	protparam	_over-sampling	0.6379310344827586	-0.04767594594114434	0.47717842323651455	0.9487179487179487	0.4805194805194805	0.4402597402597403	../../data/evaluations/2021-12-03/models/multilayer_perceptron_protparam_over-sampling.pkl
logistic_regression	protparam	_smote	0.6514285714285715	-0.002590191495342695	0.49377593360995853	0.957983193277311	0.4935064935064935	0.4967532467532467	../../data/evaluations/2021-12-03/models/logistic_regression_protparam_smote.pkl
random_forest	protparam	_smote	0.4271186440677966	0.07799922464155737	0.2987551867219917	0.984375	0.2727272727272727	0.5863636363636364	../../data/evaluations/2021-12-03/models/random_forest_protparam_smote.pkl
gradient_boosting	protparam	_smote	0.4242424242424242	-0.012196734422726126	0.29045643153526973	0.9545454545454546	0.2727272727272727	0.48636363636363633	../../data/evaluations/2021-12-03/models/gradient_boosting_protparam_smote.pkl
SVM	protparam	_smote	0.904109589041096	-0.02455300054140855	0.8257261410788381	0.9565217391304348	0.8571428571428571	0.47857142857142854	../../data/evaluations/2021-12-03/models/SVM_protparam_smote.pkl
multilayer_perceptron	protparam	_smote	0.9788135593220338	0.0	0.9585062240663901	0.9585062240663901	1.0	0.5	../../data/evaluations/2021-12-03/models/multilayer_perceptron_protparam_smote.pkl
logistic_regression	bert	_over-sampling	0.6852367688022284	0.012975110552564917	0.5311203319502075	0.9609375	0.5324675324675324	0.5162337662337662	../../data/evaluations/2021-12-03/models/logistic_regression_bert_over-sampling.pkl
random_forest	bert	_over-sampling	0.8341463414634147	-0.02725528553638425	0.7178423236514523	0.9553072625698324	0.7402597402597403	0.4701298701298701	../../data/evaluations/2021-12-03/models/random_forest_bert_over-sampling.pkl
gradient_boosting	bert	_over-sampling	0.7460317460317459	0.0042479818997700055	0.6016597510373444	0.9591836734693877	0.6103896103896104	0.5051948051948052	../../data/evaluations/2021-12-03/models/gradient_boosting_bert_over-sampling.pkl
SVM	bert	_over-sampling	0.7208672086720868	0.030540342497753708	0.5726141078838174	0.9637681159420289	0.5757575757575758	0.5378787878787878	../../data/evaluations/2021-12-03/models/SVM_bert_over-sampling.pkl
multilayer_perceptron	bert	_over-sampling	0.6318840579710145	-0.011239657581175974	0.4730290456431535	0.956140350877193	0.47186147186147187	0.4859307359307359	../../data/evaluations/2021-12-03/models/multilayer_perceptron_bert_over-sampling.pkl
logistic_regression	bert	_smote	0.6590909090909091	0.0008633377004518027	0.5020746887966805	0.9586776859504132	0.5021645021645021	0.501082251082251	../../data/evaluations/2021-12-03/models/logistic_regression_bert_smote.pkl
random_forest	bert	_smote	0.5843373493975904	0.008048725886929058	0.42738589211618255	0.9603960396039604	0.4199134199134199	0.5099567099567099	../../data/evaluations/2021-12-03/models/random_forest_bert_smote.pkl
gradient_boosting	bert	_smote	0.7032967032967032	0.02170032932836345	0.5518672199170125	0.9624060150375939	0.5541125541125541	0.527056277056277	../../data/evaluations/2021-12-03/models/gradient_boosting_bert_smote.pkl
SVM	bert	_smote	0.6666666666666667	0.004317580656552359	0.5103734439834025	0.959349593495935	0.5108225108225108	0.5054112554112554	../../data/evaluations/2021-12-03/models/SVM_bert_smote.pkl
multilayer_perceptron	bert	_smote	0.5565749235474006	-0.043205643393403666	0.3983402489626556	0.9479166666666666	0.3939393939393939	0.446969696969697	../../data/evaluations/2021-12-03/models/multilayer_perceptron_bert_smote.pkl
logistic_regression	seqvec	_over-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/logistic_regression_seqvec_over-sampling.pkl
random_forest	seqvec	_over-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/random_forest_seqvec_over-sampling.pkl
gradient_boosting	seqvec	_over-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/gradient_boosting_seqvec_over-sampling.pkl
SVM	seqvec	_over-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/SVM_seqvec_over-sampling.pkl
multilayer_perceptron	seqvec	_over-sampling	0.025641025641025647	0.02335964072027602	0.05394190871369295	1.0	0.012987012987012988	0.5064935064935064	../../data/evaluations/2021-12-03/models/multilayer_perceptron_seqvec_over-sampling.pkl
logistic_regression	seqvec	_smote	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/logistic_regression_seqvec_smote.pkl
random_forest	seqvec	_smote	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/random_forest_seqvec_smote.pkl
gradient_boosting	seqvec	_smote	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/gradient_boosting_seqvec_smote.pkl
SVM	seqvec	_smote	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/SVM_seqvec_smote.pkl
multilayer_perceptron	seqvec	_smote	0.5189873417721519	0.0229470028180075	0.36929460580912865	0.9647058823529412	0.354978354978355	0.5274891774891775	../../data/evaluations/2021-12-03/models/multilayer_perceptron_seqvec_smote.pkl
logistic_regression	pybiomed	_under-sampling	0.7052341597796143	0.061750971345044633	0.5560165975103735	0.9696969696969697	0.5541125541125541	0.577056277056277	../../data/evaluations/2021-12-03/models/logistic_regression_pybiomed_under-sampling.pkl
random_forest	pybiomed	_under-sampling	0.7379679144385026	0.03954535436401705	0.5933609958506224	0.965034965034965	0.5974025974025974	0.5487012987012987	../../data/evaluations/2021-12-03/models/random_forest_pybiomed_under-sampling.pkl
gradient_boosting	pybiomed	_under-sampling	0.6740947075208915	-0.07041159993191895	0.5145228215767634	0.9453125	0.5238095238095238	0.4119047619047619	../../data/evaluations/2021-12-03/models/gradient_boosting_pybiomed_under-sampling.pkl
SVM	pybiomed	_under-sampling	0.7154471544715447	-0.011518072027724256	0.5643153526970954	0.9565217391304348	0.5714285714285714	0.48571428571428565	../../data/evaluations/2021-12-03/models/SVM_pybiomed_under-sampling.pkl
multilayer_perceptron	pybiomed	_under-sampling	0.888888888888889	-0.03689462580718525	0.8008298755186722	0.9552238805970149	0.8311688311688312	0.4655844155844156	../../data/evaluations/2021-12-03/models/multilayer_perceptron_pybiomed_under-sampling.pkl
logistic_regression	protparam	_under-sampling	0.6961325966850828	0.018199158975632693	0.5435684647302904	0.9618320610687023	0.5454545454545454	0.5227272727272727	../../data/evaluations/2021-12-03/models/logistic_regression_protparam_under-sampling.pkl
random_forest	protparam	_under-sampling	0.6318840579710145	-0.011239657581175974	0.4730290456431535	0.956140350877193	0.47186147186147187	0.4859307359307359	../../data/evaluations/2021-12-03/models/random_forest_protparam_under-sampling.pkl
gradient_boosting	protparam	_under-sampling	0.6552706552706553	-0.0008633377004518027	0.4979253112033195	0.9583333333333334	0.49783549783549785	0.498917748917749	../../data/evaluations/2021-12-03/models/gradient_boosting_protparam_under-sampling.pkl
SVM	protparam	_under-sampling	0.5843373493975904	0.008048725886929058	0.42738589211618255	0.9603960396039604	0.4199134199134199	0.5099567099567099	../../data/evaluations/2021-12-03/models/SVM_protparam_under-sampling.pkl
multilayer_perceptron	protparam	_under-sampling	0.622093023255814	-0.05466846579480685	0.4605809128630705	0.9469026548672567	0.46320346320346323	0.4316017316017316	../../data/evaluations/2021-12-03/models/multilayer_perceptron_protparam_under-sampling.pkl
logistic_regression	bert	_under-sampling	0.6997245179063363	0.019947645237865543	0.5477178423236515	0.9621212121212122	0.5497835497835498	0.524891774891775	../../data/evaluations/2021-12-03/models/logistic_regression_bert_under-sampling.pkl
random_forest	bert	_under-sampling	0.7708333333333333	0.058276078487736374	0.6348547717842323	0.9673202614379085	0.6406926406926406	0.5703463203463204	../../data/evaluations/2021-12-03/models/random_forest_bert_under-sampling.pkl
gradient_boosting	bert	_under-sampling	0.7087912087912088	0.06353856427344817	0.5601659751037344	0.9699248120300752	0.5584415584415584	0.5792207792207792	../../data/evaluations/2021-12-03/models/gradient_boosting_bert_under-sampling.pkl
SVM	bert	_under-sampling	0.7119565217391305	-0.013247399976997013	0.5601659751037344	0.9562043795620438	0.5670995670995671	0.48354978354978356	../../data/evaluations/2021-12-03/models/SVM_bert_under-sampling.pkl
multilayer_perceptron	bert	_under-sampling	0.7277628032345014	0.03411959886850361	0.5809128630705395	0.9642857142857143	0.5844155844155844	0.5422077922077921	../../data/evaluations/2021-12-03/models/multilayer_perceptron_bert_under-sampling.pkl
logistic_regression	seqvec	_under-sampling	0.9788135593220338	0.0	0.9585062240663901	0.9585062240663901	1.0	0.5	../../data/evaluations/2021-12-03/models/logistic_regression_seqvec_under-sampling.pkl
random_forest	seqvec	_under-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/random_forest_seqvec_under-sampling.pkl
gradient_boosting	seqvec	_under-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/gradient_boosting_seqvec_under-sampling.pkl
SVM	seqvec	_under-sampling	0.9788135593220338	0.0	0.9585062240663901	0.9585062240663901	1.0	0.5	../../data/evaluations/2021-12-03/models/SVM_seqvec_under-sampling.pkl
multilayer_perceptron	seqvec	_under-sampling	0.0	0.0	0.04149377593360996	0.0	0.0	0.5	../../data/evaluations/2021-12-03/models/multilayer_perceptron_seqvec_under-sampling.pkl
