,Name,Developability Index (Fv)
125,1g7h_BA_clean,38.2165239999999
126,1g7i_BA_clean,41.153622
127,1g7j_BA_clean,39.615826
128,1g7l_BA_clean,39.015399
129,1g7m_BA_clean,39.58358
130,1g9m_HL_clean,34.94918
131,1g9n_HL_clean,35.339618
132,1gaf_HL_clean,34.386146
133,1gc1_HL_clean,38.458169
134,1ggb_HL_clean,38.363339
135,1ggc_HL_clean,38.884796
136,1ggi_HL_clean,35.03978
137,1ghf_HL_clean,40.427664
138,1gig_HL_clean,63.636811
139,1gpo_IM_clean,30.735405
140,1h0d_BA_clean,49.465854
141,1h3p_HL_clean,39.843304
142,1h8n_AA_clean,49.292672
143,1h8o_BB_clean,59.46579
144,1h8s_BB_clean,58.160848
145,1hez_DC_clean,40.455616
146,1hh6_BA_clean,51.020007
147,1hh9_BA_clean,47.831225
148,1hi6_BA_clean,51.3533320000001
149,1hil_BA_clean,36.035363
150,1him_LH_clean,39.8268
151,1hkl_HL_clean,31.74352
152,1hq4_DC_clean,44.1606209999999
153,1hzh_KM_clean,18.991465
154,1i3g_HL_clean,50.965864
155,1i7z_BA_clean,43.299286
156,1i8i_BA_clean,48.1078079999999
157,1i8k_BA_clean,46.0437150000001
158,1i8m_BA_clean,38.860416
159,1i9i_HL_clean,52.9454660000001
160,1i9j_HL_clean,50.913861
161,1iai_HL_clean,38.619571
162,1ibg_HL_clean,51.801252
163,1ic4_HL_clean,42.335459
164,1ic5_HL_clean,43.504487
165,1ic7_HL_clean,43.879561
166,1ifh_HL_clean,40.997903
167,1igc_HL_clean,36.127828
168,1igf_JM_clean,48.4685869999999
169,1igi_HL_clean,51.08272
170,1igj_DC_clean,54.129207
171,1igm_HL_clean,51.390229
172,1igt_DC_clean,26.048445
173,1ikf_HL_clean,46.428509
174,1il1_AB_clean,37.085104
175,1ind_HL_clean,48.605053
176,1ine_HL_clean,49.275774
177,1iqd_BA_clean,34.3122369999999
178,1iqw_HL_clean,34.59984
179,1it9_HL_clean,36.089289
180,1j05_HL_clean,60.744547
181,1j1o_HL_clean,42.923245
182,1j1p_HL_clean,43.084379
183,1j1x_HL_clean,43.211133
184,1jfq_HL_clean,37.544424
185,1jgl_HL_clean,39.499877
186,1jgu_HL_clean,55.330262
187,1jgv_HL_clean,54.751993
188,1jhk_HL_clean,39.704096
189,1jhl_HL_clean,45.966182
190,1jn6_BA_clean,44.9786299999999
191,1jnh_HG_clean,46.575125
192,1jp5_AA_clean,56.5061539999999
193,1jps_HL_clean,34.291583
194,1jpt_HL_clean,34.295029
195,1jrh_HL_clean,41.437935
196,1jv5_BA_clean,49.280481
197,1k4c_AB_clean,42.30283
198,1k4d_AB_clean,43.9836959999999
199,1k6q_HL_clean,37.419668
200,1kb5_HL_clean,31.57018
201,1kb9_JK_clean,51.1528470000001
202,1kc5_HL_clean,42.7331510000001
203,1kcr_HL_clean,30.581593
204,1kcs_HL_clean,30.533888
205,1kcu_HL_clean,43.047917
206,1kcv_HL_clean,31.122977
207,1keg_HL_clean,50.997349
208,1kel_HL_clean,44.299041
209,1kem_HL_clean,43.915908
210,1kfa_IM_clean,45.229824
211,1kip_BA_clean,37.094448
212,1kiq_BA_clean,38.861797
213,1kir_BA_clean,35.9014730000001
214,1kn2_HL_clean,61.303225
215,1kn4_HL_clean,61.18595
216,1ktr_LL_clean,46.413942
217,1kyo_JK_clean,49.091221
218,1l7i_HL_clean,46.189464
219,1l7t_HL_clean,62.1034440000001
220,1lk3_IM_clean,43.150672
221,1lmk_AA_clean,91.0508369999999
222,1lo0_HL_clean,78.235419
223,1lo2_YX_clean,77.948277
224,1lo3_HL_clean,78.1305599999999
225,1lo4_HL_clean,57.683861
226,1m71_BA_clean,45.305362
227,1mam_HL_clean,35.837581
228,1mcp_HL_clean,40.826189
229,1mex_HL_clean,34.867036
230,1mf2_NM_clean,39.705445
231,1mfa_HL_clean,54.1025379999999
232,1mfb_HL_clean,40.3881160000001
233,1mfc_HL_clean,40.413829
234,1mfd_HL_clean,40.627385
235,1mfe_HL_clean,42.137776
236,1mh5_HL_clean,44.2765489999999
237,1mhp_HL_clean,29.948249
238,1mie_HL_clean,39.729306
239,1mim_HL_clean,32.498705
240,1mj7_HL_clean,39.60866
241,1mj8_HL_clean,60.052456
242,1mjj_HL_clean,49.5760580000001
243,1mju_HL_clean,51.5342100000001
244,1mlb_BA_clean,29.358618
245,1mlc_BA_clean,29.976976
246,1mnu_HL_clean,47.796053
247,1moe_BB_clean,78.382527
248,1mpa_HL_clean,42.3524610000001
249,1mqk_HL_clean,41.980494
250,1mrc_HL_clean,43.461987
251,1mrd_HL_clean,44.52028
252,1mre_HL_clean,38.433061
253,1mrf_HL_clean,40.491011
254,1mvu_BA_clean,48.055178
255,1n0x_KM_clean,26.311366
256,1n4x_HL_clean,57.652398
257,1n64_HL_clean,38.4581370000001
258,1n7m_LH_clean,35.990803
259,1n8z_BA_clean,33.4780180000001
260,1nak_HL_clean,34.817727
261,1nbv_HL_clean,55.333954
262,1nby_BA_clean,33.102704
263,1nc2_BA_clean,56.380281
264,1nc4_DC_clean,60.552274
265,1nca_HL_clean,41.968668
266,1ncb_HL_clean,41.5152309999999
267,1ncc_HL_clean,40.626487
268,1ncd_HL_clean,41.835932
269,1ncw_HL_clean,49.030162
270,1nd0_BA_clean,47.958919
271,1ndg_BA_clean,45.498154
272,1ndm_BA_clean,31.507847
273,1nfd_HG_clean,50.6750400000001
274,1ngp_HL_clean,41.3008789999999
275,1ngq_HL_clean,43.946174
276,1ngw_BA_clean,30.6046520000001
277,1ngx_BA_clean,29.4295570000001
278,1ngy_BA_clean,28.766142
279,1ngz_BA_clean,31.26201
280,1nj9_BA_clean,49.1666609999999
281,1nl0_HL_clean,43.0042729999999
282,1nlb_HL_clean,44.3542219999999
283,1nld_HL_clean,46.2957849999999
284,1nmb_HL_clean,35.325545
285,1nmc_HL_clean,35.132567
286,1nqb_CC_clean,79.471584
287,1nsn_HL_clean,38.585685
288,1oak_HL_clean,37.398374
289,1oaq_HL_clean,53.679658
290,1oar_JN_clean,52.681654
291,1oau_HL_clean,51.8916869999999
292,1oax_JN_clean,53.856732
293,1oay_JN_clean,50.288797
294,1oaz_HL_clean,50.05763
295,1ob1_BA_clean,45.721413
296,1ocw_HL_clean,56.3553580000001
297,1om3_HL_clean,62.9347119999999
298,1op3_MK_clean,59.5015250000001
299,1opg_HL_clean,38.9384589999999
300,1ors_BA_clean,41.371325
301,1osp_HL_clean,44.226242
302,1ots_EF_clean,68.0396479999999
303,1p2c_BA_clean,30.896792
304,1p4b_HL_clean,58.548441
305,1p4i_HL_clean,47.7664899999999
306,1p7k_BA_clean,41.2193730000001
307,1p84_JK_clean,50.6079879999999
308,1pg7_IM_clean,44.149555
309,1plg_HL_clean,36.532317
310,1psk_HL_clean,23.602822
311,1pz5_BA_clean,42.594922
312,1q0x_HL_clean,54.1213210000001
313,1q0y_HL_clean,50.952285
314,1q1j_IM_clean,65.060513
315,1q72_HL_clean,45.479329
316,1q9k_BA_clean,28.057276
317,1q9l_BA_clean,30.004342
318,1q9o_BA_clean,40.6321980000001
319,1q9w_DC_clean,37.053669
320,1qbl_HL_clean,31.701773
321,1qbm_HL_clean,31.474788
322,1qfu_HL_clean,40.3170459999999
323,1qkz_HL_clean,54.6316620000001
324,1qlr_DC_clean,35.318685
325,1qok_AA_clean,52.028054
326,1qyg_HL_clean,45.889807
327,1r0a_HL_clean,34.312111
328,1r3i_HL_clean,40.6725349999999
329,1r3j_BA_clean,40.8213309999999
330,1r3k_BA_clean,44.051876
331,1r3l_BA_clean,42.043807
332,1rfd_HL_clean,44.8773949999999
333,1rhh_DC_clean,41.5008269999999
334,1rih_HL_clean,43.395978
335,1riu_HL_clean,45.80146
336,1riv_HL_clean,45.302177
337,1rjl_BA_clean,28.418456
338,1rmf_HL_clean,58.1467340000001
339,1ru9_HL_clean,48.184649
340,1rua_HL_clean,48.618279
341,1ruk_HL_clean,49.289482
342,1rul_HL_clean,48.868291
343,1rum_HL_clean,48.131815
344,1rup_HL_clean,48.817209
345,1ruq_HL_clean,61.55826
346,1rur_HL_clean,58.779178
347,1rz7_HL_clean,37.105934
348,1rz8_BA_clean,37.730868
349,1rzf_HL_clean,41.585927
350,1rzg_CD_clean,36.965484
351,1rzi_HG_clean,35.35899
352,1rzj_HL_clean,43.043476
353,1rzk_HL_clean,41.440742
354,1s3k_HL_clean,34.555504
355,1s5h_BA_clean,44.537951
356,1s5i_HL_clean,46.5531649999999
357,1sbs_HL_clean,43.227212
358,1seq_HL_clean,50.4207399999999
359,1sm3_HL_clean,44.133207
360,1svz_BB_clean,56.4040300000001
361,1sy6_HL_clean,30.176984
362,1t2q_HL_clean,58.269153
363,1t3f_BA_clean,38.109242
364,1t4k_DC_clean,45.510037
365,1t66_DC_clean,45.938443
366,1tet_HL_clean,46.492017
367,1tjg_HL_clean,54.805635
368,1tjh_HL_clean,52.752202
369,1tji_HL_clean,51.639584
370,1tpx_BC_clean,51.51669
371,1tqb_BC_clean,51.612599
372,1tqc_BC_clean,51.007515
373,1tzg_IM_clean,45.4296409999999
374,1tzh_BA_clean,50.028736
375,1tzi_BA_clean,52.035813
376,1u6a_HL_clean,37.801896
377,1u8h_BA_clean,64.5123529999999
378,1u8i_BA_clean,64.375034
379,1u8j_BA_clean,64.4645139999999
380,1u8k_BA_clean,58.552118
381,1u8l_BA_clean,64.1325460000001
382,1u8m_BA_clean,64.4594319999999
383,1u8n_BA_clean,64.5195630000001
384,1u8q_BA_clean,64.582879
385,1u91_BA_clean,64.4653830000001
386,1u92_BA_clean,64.9000950000001
387,1u93_BA_clean,64.4710819999999
388,1u95_BA_clean,64.40742
389,1ua6_HL_clean,47.414964
390,1uac_HL_clean,45.134037
391,1ub5_AB_clean,61.530552
392,1ub6_HL_clean,58.300542
393,1ucb_HL_clean,54.679182
394,1uj3_BA_clean,42.928582
395,1um4_HL_clean,32.571657
396,1um5_HL_clean,37.4314270000001
397,1um6_HL_clean,38.507704
398,1uwg_HL_clean,60.472477
399,1uwx_MK_clean,51.524209
400,1uyw_HL_clean,31.5283000000001
401,1uz6_WV_clean,50.028941
402,1uz8_HL_clean,54.836585
403,1v7m_IM_clean,41.1285
404,1vfa_BA_clean,39.873483
405,1vfb_BA_clean,38.5296639999999
406,1vge_HL_clean,20.036812
407,1vpo_HL_clean,59.2791769999999
408,1w72_IM_clean,46.120434
409,1wc7_BA_clean,31.729306
410,1wcb_BA_clean,33.359067
411,1wej_HL_clean,32.835624
412,1wt5_AC_clean,57.6148540000001
413,1wz1_HL_clean,58.3327389999999
414,1x9q_AA_clean,61.478552
415,1xf2_BA_clean,39.15688
416,1xf3_BA_clean,38.7121510000001
417,1xf4_BA_clean,38.918343
418,1xf5_DC_clean,43.645984
419,1xgp_BA_clean,32.417212
420,1xgq_BA_clean,31.999537
421,1xgr_BA_clean,35.09509
422,1xgt_BA_clean,33.293643
423,1xgu_BA_clean,33.228917
424,1xgy_HL_clean,41.4226290000001
425,1xiw_HG_clean,46.202228
426,1y0l_HL_clean,54.409252
427,1y18_DC_clean,58.949501
428,1yec_HL_clean,61.142519
429,1yee_HL_clean,71.453958
430,1yef_HL_clean,61.856481
431,1yeg_HL_clean,61.481645
432,1yeh_HL_clean,61.3427080000001
433,1yei_HL_clean,62.144822
434,1yej_HL_clean,58.3872130000002
435,1yek_HL_clean,63.561595
436,1yjd_HL_clean,43.123489
437,1ymh_DC_clean,45.395632
438,1ynk_HL_clean,53.334411
439,1ynl_HL_clean,50.4258649999999
440,1yqv_HL_clean,41.165819
441,1yy8_DC_clean,44.146061
442,1yy9_DC_clean,51.2916650000001
443,1yyl_HL_clean,46.816318
444,1yym_HL_clean,47.067152
445,1za6_BA_clean,33.314052
446,1zan_HL_clean,33.274457
447,1zea_HL_clean,49.7593290000001
448,1zls_HL_clean,60.1280439999999
449,1zlu_MK_clean,61.0016009999999
450,1zlv_MK_clean,61.52741
451,1zlw_MK_clean,62.6287009999999
452,1ztx_HL_clean,33.897815
453,1zwi_AB_clean,44.010025
454,25c8_HL_clean,44.240496
455,2a1w_IM_clean,49.93584
456,2a6d_HL_clean,36.264952
457,2a6i_BA_clean,33.299962
458,2a6j_BA_clean,33.8344709999999
459,2a77_HL_clean,51.976722
460,2a9m_HL_clean,52.65686
461,2aab_HL_clean,48.362274
462,2adf_HL_clean,36.378822
463,2adg_BA_clean,41.2886020000001
464,2adi_BA_clean,39.894884
465,2adj_BA_clean,41.3114590000001
466,2aep_HL_clean,37.998126
467,2agj_HL_clean,31.699765
468,2ai0_KO_clean,42.469582
469,2aj3_FE_clean,44.4195229999999
470,2ajs_HL_clean,33.277525
471,2aju_HL_clean,32.234623
472,2ajv_HL_clean,34.8233409999999
473,2ajx_HL_clean,33.698638
474,2ajy_HL_clean,33.9521669999999
475,2ajz_HL_clean,35.7453590000001
476,2ak1_HL_clean,35.9704150000001
477,2ap2_AA_clean,45.80236
478,2arj_HL_clean,45.95763
479,2atk_AB_clean,42.646177
480,2b0s_HL_clean,40.776595
481,2b1a_HL_clean,41.045464
482,2b1h_HL_clean,40.251222
483,2b2x_HL_clean,36.421531
484,2bdn_HL_clean,32.882371
485,2bfv_HL_clean,59.934373
486,2bjm_HL_clean,50.8419069999999
487,2bmk_HL_clean,33.587594
488,2bob_AB_clean,44.171815
489,2brr_HL_clean,44.861423
490,2c1o_BA_clean,54.03556
491,2c1p_BA_clean,53.347273
492,2cgr_HL_clean,39.876289
493,2ck0_HL_clean,25.614578
494,2cmr_HL_clean,45.843493
495,2d03_HL_clean,56.0682460000001
496,2d7t_HL_clean,43.604693
497,2dbl_HL_clean,66.4651009999999
498,2dd8_HL_clean,46.092297
499,2ddq_HL_clean,50.765773
500,2dlf_HL_clean,57.002662
501,2dqc_HL_clean,43.1344739999999
502,2dqd_HL_clean,41.362992
503,2dqe_HL_clean,39.807809
504,2dqf_ED_clean,39.061804
505,2dqg_HL_clean,42.3231939999999
506,2dqh_HL_clean,40.229671
507,2dqi_HL_clean,41.2293799999999
508,2dqj_HL_clean,42.212118
509,2dqt_HL_clean,54.377055
510,2dqu_HL_clean,56.597129
511,2dtm_HL_clean,46.6977289999999
512,2dwd_AB_clean,44.8411220000001
513,2dwe_AB_clean,41.235123
514,2e27_HL_clean,35.115675
515,2eh7_HL_clean,38.836088
516,2eh8_HL_clean,42.0104000000001
517,2eiz_BA_clean,54.1965670000001
518,2eks_BA_clean,53.977611
519,2f19_HL_clean,39.878756
520,2f58_HL_clean,42.439082
521,2f5a_HL_clean,53.990876
522,2f5b_HL_clean,60.201193
523,2fat_HL_clean,42.286383
524,2fb4_HL_clean,48.493686
525,2fbj_HL_clean,65.6963259999999
526,2fd6_HL_clean,43.084434
527,2fjf_IG_clean,64.477045
528,2fjg_HL_clean,53.907337
529,2fr4_HL_clean,47.6262769999999
530,2fx7_HL_clean,42.942486
531,2fx8_JN_clean,43.811757
532,2fx9_HL_clean,48.537722
533,2g2r_HL_clean,54.599302
534,2g5b_DC_clean,35.120692
535,2g60_HL_clean,63.292961
536,2g75_AB_clean,46.7010570000001
537,2gcy_BA_clean,44.0383969999999
538,2ghw_DD_clean,41.717791
539,2gjj_BB_clean,50.497567
540,2gjz_BA_clean,55.269709
541,2gk0_HL_clean,45.173069
542,2gki_BB_clean,66.422929
543,2gsg_BA_clean,47.6858059999999
544,2gsi_FE_clean,42.579677
545,2h1p_HL_clean,49.482055
546,2h8p_AB_clean,42.0622629999999
547,2h9g_HL_clean,41.908746
548,2hfe_AB_clean,43.120511
549,2hff_BA_clean,37.817137
550,2hfg_HL_clean,49.938738
551,2hg5_AB_clean,41.884684
552,2hh0_HL_clean,44.664401
553,2hjf_AB_clean,41.062144
554,2hkf_HL_clean,55.902907
555,2hkh_HL_clean,59.46027
556,2hmi_DC_clean,34.328125
557,2hrp_HL_clean,44.391323
558,2hvj_AB_clean,43.148256
559,2hvk_AB_clean,42.246119
560,2hwz_HL_clean,27.919828
561,2i5y_RQ_clean,48.108787
562,2i60_HL_clean,43.9139529999999
563,2ibz_XY_clean,50.3542650000001
564,2iff_HL_clean,43.539168
565,2igf_HL_clean,50.156824
566,2ih1_AB_clean,40.9331709999999
567,2ih3_AB_clean,42.1418460000001
568,2ipt_HL_clean,52.667382
569,2ipu_GK_clean,50.802294
570,2iq9_HL_clean,50.8963739999999
571,2iqa_BA_clean,47.9826830000001
572,2itd_AB_clean,43.2778389999999
573,2j4w_HL_clean,44.865362
574,2j5l_CB_clean,42.8962
575,2j88_HL_clean,40.257773
576,2jb5_HL_clean,47.224897
577,2jb6_BA_clean,41.1179
578,2jel_HL_clean,47.0279779999999
579,2jk5_AB_clean,43.815112
580,2mpa_HL_clean,43.749775
581,2nlj_BA_clean,43.124902
582,2nr6_FE_clean,38.075985
583,2nxy_DC_clean,41.579781
584,2nxz_DC_clean,42.906761
585,2ny0_DC_clean,43.170195
586,2ny1_DC_clean,44.247611
587,2ny2_DC_clean,40.9986139999999
588,2ny3_DC_clean,44.1720249999999
589,2ny4_DC_clean,41.9188480000001
590,2ny5_HL_clean,40.373529
591,2ny6_DC_clean,39.133011
592,2ny7_HL_clean,25.574263
593,2nyy_DC_clean,45.8744860000001
594,2o5x_HL_clean,47.9907930000001
595,2o5y_HL_clean,47.483149
596,2o5z_HL_clean,47.1222059999999
597,2ojz_IM_clean,58.097999
598,2ok0_HL_clean,60.8453040000001
599,2op4_HL_clean,52.650769
600,2oqj_ED_clean,59.2229309999999
601,2or9_IM_clean,48.5435170000001
602,2orb_IM_clean,29.138508
603,2osl_HL_clean,38.3966049999999
604,2otu_DC_clean,43.6894069999999
605,2otw_BA_clean,46.013715
606,2oz4_HL_clean,34.340137
607,2p7t_AB_clean,42.3853099999999
608,2p8l_BA_clean,62.011204
609,2p8m_BA_clean,37.400287
610,2p8p_BA_clean,62.2224870000001
611,2pcp_DC_clean,36.2748039999999
612,2pr4_HL_clean,41.282144
613,2pw1_BA_clean,61.372201
614,2pw2_BA_clean,59.259089
615,2q76_BA_clean,30.267066
616,2q8a_HL_clean,49.8560200000001
617,2q8b_HL_clean,55.714677
618,2qhr_HL_clean,40.795679
619,2qqk_HL_clean,33.993791
620,2qqn_HL_clean,50.550154
621,2qsc_HL_clean,36.046261
622,2r0l_HL_clean,38.039387
623,2r0w_HL_clean,49.592784
624,2r0z_HL_clean,48.847164
625,2r1w_BA_clean,30.502514
626,2r1x_BA_clean,30.262637
627,2r1y_BA_clean,30.489288
628,2r23_BA_clean,32.487186
629,2r2b_BA_clean,30.873235
630,2r2e_BA_clean,31.234226
631,2r2h_BA_clean,32.28034
632,2r56_IM_clean,18.564024
633,2r8s_HL_clean,28.580802
634,2rcs_HL_clean,39.755422
635,2uud_JK_clean,55.971159
636,2uyl_BA_clean,36.848815
637,2uzi_HL_clean,55.677471
638,2v17_HL_clean,40.841807
639,2v7h_BA_clean,33.886837
640,2v7n_BA_clean,44.697822
641,2vdk_HL_clean,44.250445
642,2vdl_HL_clean,45.015585
643,2vdm_HL_clean,44.8808
644,2vdn_HL_clean,45.583129
645,2vdo_HL_clean,45.3067160000001
646,2vdp_HL_clean,45.175491
647,2vdq_HL_clean,44.717797
648,2vdr_HL_clean,44.8854949999999
649,2vh5_HL_clean,59.572843
650,2vl5_CD_clean,43.356598
651,2vq1_FE_clean,39.859802
652,2vxs_JN_clean,36.6799120000001
653,2vxt_HL_clean,36.98917
654,2vxu_IM_clean,36.9349109999999
655,2vxv_HL_clean,38.821929
656,2w0f_AB_clean,47.002089
657,2w60_AB_clean,54.786799
658,2w65_CD_clean,56.884448
659,2w9d_HL_clean,37.47963
660,2w9e_HL_clean,36.123122
661,2wub_RQ_clean,50.949014
662,2wuc_HL_clean,45.806932
663,2xa8_HL_clean,31.682756
664,2xkn_BA_clean,35.279267
665,2xqb_HL_clean,53.465459
666,2xqy_GL_clean,42.0124920000001
667,2xra_HL_clean,35.3058
668,2xtj_DB_clean,67.1716680000001
669,2xwt_AB_clean,52.7980470000001
670,2xza_HL_clean,39.13315
671,2xzc_HL_clean,38.8258569999999
672,2xzq_HL_clean,44.6119070000001
673,2y06_HL_clean,48.137492
674,2y07_HL_clean,49.3663730000001
675,2y36_HL_clean,47.442681
676,2y5t_AB_clean,39.4322979999999
677,2y6s_HL_clean,48.8279360000001
678,2ybr_DE_clean,46.714133
679,2yc1_AB_clean,47.390486
680,2yk1_HL_clean,60.7444559999999
681,2ykl_HL_clean,61.386671
682,2ymx_HL_clean,34.097974
683,2ypv_HL_clean,38.8662190000001
684,2yss_BA_clean,51.6112900000001
685,2z4q_BA_clean,39.321344
686,2z91_CD_clean,41.950092
687,2z92_AB_clean,37.7396620000001
688,2zch_HL_clean,42.7119869999999
689,2zkh_HL_clean,41.6483550000001
690,2zpk_HL_clean,49.7303069999999
691,35c8_HL_clean,42.91862
692,3a67_HL_clean,42.5794080000001
693,3a6b_HL_clean,41.8610950000001
694,3a6c_HL_clean,42.453225
695,3aaz_HL_clean,32.308244
696,3auv_FF_clean,76.9330160000001
697,3b2u_FG_clean,54.325999
698,3b9k_HL_clean,42.672622
699,3bae_HL_clean,44.5107000000001
700,3bdy_HL_clean,36.5649140000001
701,3be1_HL_clean,43.368932
702,3bkc_HL_clean,48.637006
703,3bkj_HL_clean,47.59386
704,3bkm_HL_clean,43.394803
705,3bky_HL_clean,41.673385
706,3bn9_DC_clean,36.860235
707,3bpc_BA_clean,30.684099
708,3bt2_HL_clean,44.9685139999999
709,3bz4_HG_clean,42.965216
710,3c08_HL_clean,28.401449
711,3c2a_HL_clean,63.885369
712,3c5s_BA_clean,39.143363
713,3c6s_HG_clean,45.444745
714,3cfb_HL_clean,56.267094
715,3cfc_HL_clean,54.8930849999999
716,3cfd_HL_clean,25.546479
717,3cfe_HL_clean,28.271609
718,3cfj_BA_clean,50.677315
719,3cfk_PO_clean,55.073045
720,3cle_HL_clean,39.369793
721,3clf_HL_clean,42.797605
722,3cmo_HL_clean,45.1494069999999
723,3cvh_HL_clean,54.16329
724,3cvi_HL_clean,47.8747059999999
725,3cx5_UV_clean,49.5039289999999
726,3cxd_HL_clean,44.0405659999999
727,3cxh_UV_clean,45.6087699999999
728,3d0l_BA_clean,36.343557
729,3d0v_BA_clean,64.618128
730,3d85_BA_clean,31.559383
731,3d9a_HL_clean,32.202535
732,3det_CD_clean,67.9452180000002
733,3dgg_DC_clean,45.862494
734,3dif_DC_clean,38.3845320000001
735,3drq_BA_clean,39.314344
736,3dsf_HL_clean,41.4221990000001
737,3dur_BA_clean,43.6516130000001
738,3dus_BA_clean,41.6831769999999
739,3duu_BA_clean,41.639891
740,3dv4_BA_clean,43.398713
741,3dv6_BA_clean,41.682378
742,3dvg_BA_clean,40.8522059999999
743,3dvn_BA_clean,43.309267
744,3e8u_HL_clean,41.523214
745,3efd_HL_clean,46.492888
746,3ehb_CD_clean,43.966458
747,3ejz_CD_clean,64.7680429999999
748,3eo0_DC_clean,58.356199
749,3eo9_HL_clean,36.779832
750,3eoa_HL_clean,24.775843
751,3eot_HL_clean,40.948059
752,3esu_FF_clean,51.558351
